,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1388561388231172105,1388561388231172105,1619893807000.0,2021-05-01 11:30:07,-0700,,9 advanced Gmail searches that will dig up stuff you never knew you missed  https://t.co/VCQPtCkMzK  https://t.co/4qJlR1tNbi,en,[],[],19722699,19722699,PopSci,Popular Science,6,11,https://twitter.com/PopSci/status/1388561388231172105,['https://www.popsci.com/advanced-gmail-searches/?taid=608d9e2f12d1d500012379b0&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UpOWtWUAICW-h.jpg'],1,https://pbs.twimg.com/media/E0UpOWtWUAICW-h.jpg,False,36,0,9,,None,,,,,,,[],,,,
11,1388553837011681282,1388553837011681282,1619892007000.0,2021-05-01 11:00:07,-0700,,On the latest episode of the Ask Us Anything podcast: What happens in your brain when you daydream?  https://t.co/zfV3NsmotD  https://t.co/kaowBBjZGf,en,[],[],19722699,19722699,PopSci,Popular Science,6,11,https://twitter.com/PopSci/status/1388553837011681282,['https://www.popsci.com/story/science/ask-us-anything-what-happens-in-your-brain-when-you-daydream/?taid=608ac5e5535ca20001329b22&utm_campaign=trueanthem_manual&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UiWvTXsAIotae.jpg'],1,https://pbs.twimg.com/media/E0UiWvTXsAIotae.jpg,False,15,0,5,,None,,,,,,,[],,,,
12,1388546288862515207,1388546288862515207,1619890207000.0,2021-05-01 10:30:07,-0700,,You’re throwing away the healthiest part of the avocado  https://t.co/o2vLkqxmQA  https://t.co/9yyfiqp7Cz,en,[],[],19722699,19722699,PopSci,Popular Science,6,10,https://twitter.com/PopSci/status/1388546288862515207,['https://www.popsci.com/avocado-pit-medicine/?taid=608d901e12d1d50001237973&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UbfZgXMAgaFgX.jpg'],1,https://pbs.twimg.com/media/E0UbfZgXMAgaFgX.jpg,False,22,2,5,,None,,,,,,,[],,,,
13,1388538737156575233,1388538737156575233,1619888407000.0,2021-05-01 10:00:07,-0700,,Ford’s first follow-up Mustang Mach-E models add even more speed  https://t.co/YEdnjJ2k0Z  https://t.co/tTDcGMF7zX,en,[],[],19722699,19722699,PopSci,Popular Science,6,10,https://twitter.com/PopSci/status/1388538737156575233,['https://www.popsci.com/story/technology/ford-mustang-mach-e-gt-performance-edition/?taid=608d891512d1d50001237938&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UUnxIXEAQJOCV.jpg'],1,https://pbs.twimg.com/media/E0UUnxIXEAQJOCV.jpg,False,16,0,2,,None,,,,,,,[],,,,
14,1388531184733458434,1388531184733458434,1619886606000.0,2021-05-01 09:30:06,-0700,,The three strength exercises everyone should do #NationalFitnessDay  https://t.co/xwnmM51Bta  https://t.co/ylPKXMjFCL,en,['nationalfitnessday'],[],19722699,19722699,PopSci,Popular Science,6,09,https://twitter.com/PopSci/status/1388531184733458434,['https://www.popsci.com/strength-exercises-everyone-should-do-functional-fitness/?taid=608c7f780d653d0001041709&utm_campaign=trueanthem_manual&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UNwMsXoAQZoeB.jpg'],1,https://pbs.twimg.com/media/E0UNwMsXoAQZoeB.jpg,False,23,0,4,,None,,,,,,,[],,,,
15,1388523639029567488,1388523639029567488,1619884807000.0,2021-05-01 09:00:07,-0700,,Baboon poop shows how chronic stress shortens lives  https://t.co/bcWiIBauIb  https://t.co/xkoeCAJJsA,en,[],[],19722699,19722699,PopSci,Popular Science,6,09,https://twitter.com/PopSci/status/1388523639029567488,['https://www.popsci.com/story/science/baboon-stress-poop/?taid=608d7b061aea71000197bdb7&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UG4_fWYAIlY4s.jpg'],1,https://pbs.twimg.com/media/E0UG4_fWYAIlY4s.jpg,False,29,0,4,,None,,,,,,,[],,,,
16,1388516085264158727,1388516085264158727,1619883006000.0,2021-05-01 08:30:06,-0700,,How to Tell If A Diamond Was Grown In A Lab  https://t.co/bN3Gabpq4E  https://t.co/0oE5GkqYE0,en,[],[],19722699,19722699,PopSci,Popular Science,6,08,https://twitter.com/PopSci/status/1388516085264158727,['https://www.popsci.com/how-tell-apart-lab-grown-and-natural-diamonds/?taid=608d73fd1aea71000197bd9f&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0UABWwX0AQHUXq.png'],1,https://pbs.twimg.com/media/E0UABWwX0AQHUXq.png,False,16,0,1,,None,,,,,,,[],,,,
17,1388508535747719173,1388508535747719173,1619881206000.0,2021-05-01 08:00:06,-0700,,How to secure your Google account  https://t.co/chixNRUl9w  https://t.co/54s9eq0NDa,en,[],[],19722699,19722699,PopSci,Popular Science,6,08,https://twitter.com/PopSci/status/1388508535747719173,['https://www.popsci.com/secure-your-google-account/?taid=608d6cf51aea71000197bd73&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0T5J6HXEAEHuwG.jpg'],1,https://pbs.twimg.com/media/E0T5J6HXEAEHuwG.jpg,False,10,1,5,,None,,,,,,,[],,,,
18,1388500978190651403,1388500978190651403,1619879404000.0,2021-05-01 07:30:04,-0700,,How to survive a grizzly encounter  https://t.co/dda5ZHXeiK  https://t.co/yqzcCwGGke,en,[],[],19722699,19722699,PopSci,Popular Science,6,07,https://twitter.com/PopSci/status/1388500978190651403,['https://www.popsci.com/how-to-survive-a-grizzly-bear-attack/?taid=608d65ec12d1d500012378a6&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TyR_yXoAAC0ui.jpg'],1,https://pbs.twimg.com/media/E0TyR_yXoAAC0ui.jpg,False,43,2,6,,None,,,,,,,[],,,,
19,1388493436727267339,1388493436727267339,1619877606000.0,2021-05-01 07:00:06,-0700,,The real story behind the Biden burger-ban rumor  https://t.co/IzzmZAwdsn  https://t.co/anprfOvZGQ,en,[],[],19722699,19722699,PopSci,Popular Science,6,07,https://twitter.com/PopSci/status/1388493436727267339,['https://www.popsci.com/story/environment/biden-burger-climate-plan/?taid=608d5ee51aea71000197bd3e&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0Tra9cX0AIzBVY.jpg'],1,https://pbs.twimg.com/media/E0Tra9cX0AIzBVY.jpg,False,9,1,1,,None,,,,,,,[],,,,
20,1388485891040153604,1388485891040153604,1619875807000.0,2021-05-01 06:30:07,-0700,,Why the Soviet space shuttle was left to rot  https://t.co/8CqIDVVBIK  https://t.co/xmTHWsdLzV,en,[],[],19722699,19722699,PopSci,Popular Science,6,06,https://twitter.com/PopSci/status/1388485891040153604,['https://www.popsci.com/why-soviet-space-shuttle-was-left-rot/?taid=608d57df1aea71000197bd2e&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TkjybXoAgxf4R.jpg'],1,https://pbs.twimg.com/media/E0TkjybXoAgxf4R.jpg,False,46,1,11,,None,,,,,,,[],,,,
21,1388478319524462600,1388478319524462600,1619874002000.0,2021-05-01 06:00:02,-0700,,The interior of Rolls-Royce’s new Ghost sedan is hauntingly beautiful  https://t.co/JdC8vcEMHI  https://t.co/WdXWeNImQH,en,[],[],19722699,19722699,PopSci,Popular Science,6,06,https://twitter.com/PopSci/status/1388478319524462600,['https://www.popsci.com/story/technology/rolls-royce-ghost-sedan-stars/?taid=608d50d1bde97b0001bacfce&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TdrBOWYAYZxW2.jpg'],1,https://pbs.twimg.com/media/E0TdrBOWYAYZxW2.jpg,False,14,0,1,,None,,,,,,,[],,,,
22,1388470786130853892,1388470786130853892,1619872206000.0,2021-05-01 05:30:06,-0700,,These buff frogs never skip arm day #NationalFitnessDay  https://t.co/FyzvZLdsex  https://t.co/lADD30o0cI,en,['nationalfitnessday'],[],19722699,19722699,PopSci,Popular Science,6,05,https://twitter.com/PopSci/status/1388470786130853892,['https://www.popsci.com/story/animals/muscles-frog-burrowing/?taid=608c7f4e501d440001916487&utm_campaign=trueanthem_manual&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TW0hhXMAEl7pa.jpg'],1,https://pbs.twimg.com/media/E0TW0hhXMAEl7pa.jpg,False,69,3,20,,None,,,,,,,[],,,,
23,1388463223846879238,1388463223846879238,1619870403000.0,2021-05-01 05:00:03,-0700,,Ford’s first follow-up Mustang Mach-E models add even more speed  https://t.co/dSxgU70gmV  https://t.co/SsjGUNSvuw,en,[],[],19722699,19722699,PopSci,Popular Science,6,05,https://twitter.com/PopSci/status/1388463223846879238,['https://www.popsci.com/story/technology/ford-mustang-mach-e-gt-performance-edition/?taid=608d42c2bde97b0001bacf93&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TP8ZKXsAMOIiX.jpg'],1,https://pbs.twimg.com/media/E0TP8ZKXsAMOIiX.jpg,False,12,1,4,,None,,,,,,,[],,,,
24,1388455715375833090,1388455715375833090,1619868613000.0,2021-05-01 04:30:13,-0700,,What’s the Deal with Paranormal Ectoplasm?  https://t.co/cfDYCgw0Yi  https://t.co/7jbamB4bRy,en,[],[],19722699,19722699,PopSci,Popular Science,6,04,https://twitter.com/PopSci/status/1388455715375833090,['https://www.popsci.com/whats-deal-paranormal-ectoplasm/?taid=608d3bc4bde97b0001bacf79&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TJHWNWUAMzY83.jpg'],1,https://pbs.twimg.com/media/E0TJHWNWUAMzY83.jpg,False,20,2,2,,None,,,,,,,[],,,,
25,1388448163451781121,1388448163451781121,1619866812000.0,2021-05-01 04:00:12,-0700,,Life could be hiding deep under Mars  https://t.co/2KLMofESvp  https://t.co/NLDBJLuune,en,[],[],19722699,19722699,PopSci,Popular Science,6,04,https://twitter.com/PopSci/status/1388448163451781121,['https://www.popsci.com/story/space/life-on-mars-underground/?taid=608d34bbbde97b0001bacf50&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0TCPvTWYAARLSl.jpg'],1,https://pbs.twimg.com/media/E0TCPvTWYAARLSl.jpg,False,28,3,6,,None,,,,,,,[],,,,
26,1388440609258672129,1388440609258672129,1619865011000.0,2021-05-01 03:30:11,-0700,,This is your brain on drugs  https://t.co/JDUAfUpgM6  https://t.co/4dwn3NxiV2,en,[],[],19722699,19722699,PopSci,Popular Science,6,03,https://twitter.com/PopSci/status/1388440609258672129,['https://www.popsci.com/this-is-your-brain-on-drugs/?taid=608d2db2bde97b0001bacf33&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0S7YBaXsAI5nmy.jpg'],1,https://pbs.twimg.com/media/E0S7YBaXsAI5nmy.jpg,False,101,6,34,,None,,,,,,,[],,,,
27,1388433059045838850,1388433059045838850,1619863211000.0,2021-05-01 03:00:11,-0700,,Set your computer to turn on and off on a schedule  https://t.co/1ViMXGqvkR  https://t.co/rLr6GQEedi,en,[],[],19722699,19722699,PopSci,Popular Science,6,03,https://twitter.com/PopSci/status/1388433059045838850,['https://www.popsci.com/story/diy/automatic-turn-on-shut-down-computer/?taid=608d26aa1aea71000197bc5f&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0S0gjUX0AITlmx.jpg'],1,https://pbs.twimg.com/media/E0S0gjUX0AITlmx.jpg,False,7,0,4,,None,,,,,,,[],,,,
28,1388425497290366977,1388425497290366977,1619861408000.0,2021-05-01 02:30:08,-0700,,Will a cryogenically-frozen corpse ever come back to life?  https://t.co/zR7W3FR7Yp  https://t.co/98xj7vpfhF,en,[],[],19722699,19722699,PopSci,Popular Science,6,02,https://twitter.com/PopSci/status/1388425497290366977,['https://www.popsci.com/will-we-be-able-to-bring-cryogenically-frozen-corpses-back-to-life/?taid=608d1fa012d1d50001237781&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0StoctX0AIBxm1.jpg'],1,https://pbs.twimg.com/media/E0StoctX0AIBxm1.jpg,False,36,0,8,,None,,,,,,,[],,,,
29,1388417967180951552,1388417967180951552,1619859613000.0,2021-05-01 02:00:13,-0700,,The real story behind the Biden burger-ban rumor  https://t.co/nghxfaRe3Y  https://t.co/6YcNlbnMyx,en,[],[],19722699,19722699,PopSci,Popular Science,6,02,https://twitter.com/PopSci/status/1388417967180951552,['https://www.popsci.com/story/environment/biden-burger-climate-plan/?taid=608d189c1aea71000197bc33&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0SmyFpWUAIqc0S.jpg'],1,https://pbs.twimg.com/media/E0SmyFpWUAIqc0S.jpg,False,14,1,6,,None,,,,,,,[],,,,
30,1388410413281390593,1388410413281390593,1619857812000.0,2021-05-01 01:30:12,-0700,,The best remedy for a snakebite: carry car keys  https://t.co/jsFhxs24Rh  https://t.co/LzN4h83bBu,en,[],[],19722699,19722699,PopSci,Popular Science,6,01,https://twitter.com/PopSci/status/1388410413281390593,['https://www.popsci.com/avoid-snakebite/?taid=608d1194bde97b0001baceb2&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0Sf6cvXMAEEcH2.jpg'],1,https://pbs.twimg.com/media/E0Sf6cvXMAEEcH2.jpg,False,41,1,10,,None,,,,,,,[],,,,
31,1388402880105877505,1388402880105877505,1619856016000.0,2021-05-01 01:00:16,-0700,,The interior of Rolls-Royce’s new Ghost sedan is hauntingly beautiful  https://t.co/L1HSbnOFe1  https://t.co/1dHyRaKBkp,en,[],[],19722699,19722699,PopSci,Popular Science,6,01,https://twitter.com/PopSci/status/1388402880105877505,['https://www.popsci.com/story/technology/rolls-royce-ghost-sedan-stars/?taid=608d0a8f1aea71000197bc0b&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0SZD5NXIAETcbP.jpg'],1,https://pbs.twimg.com/media/E0SZD5NXIAETcbP.jpg,False,13,0,4,,None,,,,,,,[],,,,
32,1388395301292101637,1388395301292101637,1619854209000.0,2021-05-01 00:30:09,-0700,,How to troubleshoot a crashing app  https://t.co/H271ApSEx1  https://t.co/7zJq0ifZsF,en,[],[],19722699,19722699,PopSci,Popular Science,6,00,https://twitter.com/PopSci/status/1388395301292101637,['https://www.popsci.com/troubleshoot-crashing-app/?taid=608d038012d1d5000123771a&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0SSKzqXEAM-iri.jpg'],1,https://pbs.twimg.com/media/E0SSKzqXEAM-iri.jpg,False,11,0,5,,None,,,,,,,[],,,,
33,1388387772277395457,1388387772277395457,1619852414000.0,2021-05-01 00:00:14,-0700,,Russia is building a tank that can pick its own targets. What could go wrong?  https://t.co/esD2VKKIcR  https://t.co/dDfLGub18c,en,[],[],19722699,19722699,PopSci,Popular Science,6,00,https://twitter.com/PopSci/status/1388387772277395457,['https://www.popsci.com/story/technology/russia-armata-tank-pick-its-own-targets/?taid=608cfc7dbde97b0001bace60&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0SLUiSWYAIrS8_.jpg'],1,https://pbs.twimg.com/media/E0SLUiSWYAIrS8_.jpg,False,25,3,13,,None,,,,,,,[],,,,
34,1388372654999195648,1388372654999195648,1619848810000.0,2021-04-30 23:00:10,-0700,,Life could be hiding deep under Mars  https://t.co/1IFasmo80K  https://t.co/PvpaX9E2i6,en,[],[],19722699,19722699,PopSci,Popular Science,5,23,https://twitter.com/PopSci/status/1388372654999195648,['https://www.popsci.com/story/space/life-on-mars-underground/?taid=608cee69bde97b0001bace24&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0R9klBXIAEVSyI.jpg'],1,https://pbs.twimg.com/media/E0R9klBXIAEVSyI.jpg,False,49,3,6,,None,,,,,,,[],,,,
35,1388365094141243392,1388365094141243392,1619847007000.0,2021-04-30 22:30:07,-0700,,How to use your phone with one hand  https://t.co/rBHIygGYgl  https://t.co/EXk8IglJYC,en,[],[],19722699,19722699,PopSci,Popular Science,5,22,https://twitter.com/PopSci/status/1388365094141243392,['https://www.popsci.com/use-your-phone-with-one-hand/?taid=608ce75e1aea71000197bb7a&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0R2sd0XIAMZkql.jpg'],1,https://pbs.twimg.com/media/E0R2sd0XIAMZkql.jpg,False,13,1,2,,None,,,,,,,[],,,,
36,1388357565428424704,1388357565428424704,1619845212000.0,2021-04-30 22:00:12,-0700,,Set your computer to turn on and off on a schedule  https://t.co/2SjsBwVg7p  https://t.co/KJGhKj9yDZ,en,[],[],19722699,19722699,PopSci,Popular Science,5,22,https://twitter.com/PopSci/status/1388357565428424704,['https://www.popsci.com/story/diy/automatic-turn-on-shut-down-computer/?taid=608ce05b1aea71000197bb69&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0Rv2POX0AQfH-v.jpg'],1,https://pbs.twimg.com/media/E0Rv2POX0AQfH-v.jpg,False,17,0,1,,None,,,,,,,[],,,,
37,1388349984215547906,1388349984215547906,1619843405000.0,2021-04-30 21:30:05,-0700,,How to choose the right smartphone for you  https://t.co/1SULa3euwp  https://t.co/Y1jZe3KwBC,en,[],[],19722699,19722699,PopSci,Popular Science,5,21,https://twitter.com/PopSci/status/1388349984215547906,['https://www.popsci.com/choose-right-smartphone-for-you/?taid=608cd94cbde97b0001bacdbb&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0Ro8_xX0AE6GXb.jpg'],1,https://pbs.twimg.com/media/E0Ro8_xX0AE6GXb.jpg,False,14,0,3,,None,,,,,,,[],,,,
38,1388342451505704960,1388342451505704960,1619841609000.0,2021-04-30 21:00:09,-0700,,The real story behind the Biden burger-ban rumor  https://t.co/Jh201TKdWd  https://t.co/EXjw5cXpfC,en,[],[],19722699,19722699,PopSci,Popular Science,5,21,https://twitter.com/PopSci/status/1388342451505704960,['https://www.popsci.com/story/environment/biden-burger-climate-plan/?taid=608cd248bde97b0001bacd9b&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0RiGceXEAE7HvZ.jpg'],1,https://pbs.twimg.com/media/E0RiGceXEAE7HvZ.jpg,False,17,1,3,,None,,,,,,,[],,,,
39,1388334891369119754,1388334891369119754,1619839806000.0,2021-04-30 20:30:06,-0700,,This surprisingly common flight issue contributed to Kobe Bryant’s helicopter crash  https://t.co/nVw5IJ6As3  https://t.co/Tv46zCFlQT,en,[],[],19722699,19722699,PopSci,Popular Science,5,20,https://twitter.com/PopSci/status/1388334891369119754,['https://www.popsci.com/story/technology/kobe-bryant-helicopter-crash-cause/?taid=608ccb3ebde97b0001bacd73&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0RbOfZXIAEWpZq.jpg'],1,https://pbs.twimg.com/media/E0RbOfZXIAEWpZq.jpg,False,26,0,8,,None,,,,,,,[],,,,
40,1388327381946019841,1388327381946019841,1619838016000.0,2021-04-30 20:00:16,-0700,,The interior of Rolls-Royce’s new Ghost sedan is hauntingly beautiful  https://t.co/FHDkXmhaQ7  https://t.co/TMSDjH64Lj,en,[],[],19722699,19722699,PopSci,Popular Science,5,20,https://twitter.com/PopSci/status/1388327381946019841,['https://www.popsci.com/story/technology/rolls-royce-ghost-sedan-stars/?taid=608cc43e12d1d5000123762e&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter'],['https://pbs.twimg.com/media/E0RUZTbWUAoS99a.jpg'],1,https://pbs.twimg.com/media/E0RUZTbWUAoS99a.jpg,False,17,1,2,,None,,,,,,,[],,,,
